Frame,Label,X,Y,Width,Height
1140,2,0,158,31,45
1140,2,23,158,32,20
1140,9,173,79,9,17
1140,9,426,46,10,26
1140,9,100,15,10,22
1140,9,344,127,8,15
1140,10,614,170,18,34
1140,9,265,82,9,20
1140,2,190,149,94,45
1140,2,69,162,37,17
1140,2,51,163,23,16
1140,9,19,4,18,39
1140,9,173,79,12,19
1140,9,343,126,10,17
1141,9,216,79,10,20
1141,2,476,165,95,30
1141,2,381,162,50,22
1141,2,50,160,53,20
1141,2,18,157,35,21
1141,7,0,158,28,46
1141,9,425,45,10,27
1141,2,65,160,39,20
1141,2,190,150,95,44
1141,9,95,14,13,21
1141,2,0,158,27,45
1141,9,263,81,9,22
1142,9,214,78,11,20
1142,2,380,163,51,22
1142,2,473,164,99,30
1142,9,425,44,10,26
1142,2,18,158,33,20
1142,2,48,160,53,19
1142,9,169,79,9,17
1142,2,190,150,94,45
1142,9,11,5,19,36
1142,7,0,160,24,45
1143,9,212,78,11,21
1143,9,425,43,11,26
1143,2,482,162,92,33
1143,2,378,163,52,22
1143,2,45,160,55,20
1143,2,20,158,28,20
1143,2,61,160,39,19
1143,2,0,161,22,45
1143,2,45,163,24,16
1143,9,166,78,6,17
1143,9,166,78,9,17
1144,9,210,77,11,21
1144,2,377,163,52,21
1144,2,474,161,100,34
1144,9,425,42,11,27
1144,9,165,77,10,18
1144,2,42,160,55,20
1144,2,7,158,38,20
1144,7,0,160,20,47
1144,9,181,83,9,10
1145,9,209,77,10,21
1145,2,376,163,52,21
1145,2,483,162,93,33
1145,9,425,40,11,27
1145,2,39,160,56,19
1145,2,1,158,43,21
1145,2,192,149,90,46
1145,9,162,78,8,16
1145,9,163,76,10,18
1145,2,0,164,16,44
1145,2,281,159,59,39
1145,9,337,124,9,18
1146,9,207,76,10,21
1146,2,375,163,51,20
1146,9,425,40,11,27
1146,2,483,163,93,32
1146,2,192,148,94,47
1146,2,38,160,55,20
1146,9,160,76,12,18
1146,2,281,160,60,38
1146,2,0,158,46,20
1146,2,52,160,40,18
1147,9,204,76,11,21
1147,9,424,39,12,27
1147,2,190,149,95,47
1147,2,374,163,51,20
1147,2,483,165,94,31
1147,2,281,163,59,36
1147,2,49,159,42,20
1147,2,1,158,36,20
1147,9,158,75,11,18
1147,9,78,2,11,24
1147,2,33,164,25,15
1147,9,334,124,10,18
1148,9,203,75,11,21
1148,2,185,148,100,48
1148,2,482,165,97,32
1148,9,425,37,12,27
1148,2,374,162,50,20
1148,9,156,75,12,17
1148,2,281,161,61,37
1148,2,31,160,56,19
1148,9,334,124,10,18
1148,2,0,158,40,20
1148,9,69,1,17,24
1148,2,389,163,35,19
1148,9,251,78,11,20
1148,9,62,1,24,23
1148,2,466,166,40,22
1148,9,448,28,9,26
1149,9,202,74,10,21
1149,9,425,37,11,27
1149,2,482,165,99,32
1149,2,373,162,50,21
1149,2,191,148,93,48
1149,2,281,159,63,39
1149,2,43,159,43,20
1149,2,0,158,47,21
1149,2,466,165,45,22
1149,2,0,158,32,20
1149,2,29,162,24,17
1149,9,63,0,20,21
1149,2,408,176,43,17
1149,9,153,77,11,15
1149,2,388,163,34,19
1150,2,482,162,101,34
1150,9,200,73,10,21
1150,2,372,162,51,21
1150,9,425,35,11,28
1150,2,185,148,98,48
1150,2,280,160,65,38
1150,9,152,73,10,18
1150,2,39,159,45,20
1150,2,465,165,31,21
1150,9,449,24,11,30
1150,2,408,176,43,18
1150,2,0,156,31,22
1150,2,464,164,40,24
1150,9,57,0,21,21
1150,9,330,123,10,19
1150,2,0,158,42,22
1151,9,197,72,11,22
1151,2,482,161,101,36
1151,9,425,34,11,29
1151,2,279,159,68,39
1151,2,372,162,49,20
1151,9,148,72,11,19
1151,2,185,148,99,48
1151,2,465,164,48,24
1151,9,449,21,13,32
1151,2,42,159,38,19
1151,2,0,159,26,20
1151,9,329,123,10,18
1151,2,25,160,56,19
1152,9,195,72,11,23
1152,2,484,162,101,34
1152,2,279,160,72,38
1152,2,368,162,52,20
1152,9,425,33,12,28
1152,2,37,159,40,20
1152,2,464,164,41,22
1152,2,188,148,95,49
1152,2,0,159,24,20
1152,9,147,73,10,17
1152,2,0,160,42,20
1152,9,450,20,13,32
1153,2,485,161,101,35
1153,9,194,72,11,22
1153,2,279,161,73,37
1153,2,463,164,40,22
1153,9,425,31,12,29
1153,2,186,147,98,50
1153,2,367,162,53,20
1153,9,145,72,8,18
1153,2,31,159,44,20
1153,9,451,16,14,32
1153,2,0,158,21,21
1153,9,243,75,11,22
1154,9,425,30,13,29
1154,9,191,70,11,23
1154,2,183,146,100,51
1154,2,462,163,44,22
1154,2,279,160,74,38
1154,2,369,162,49,22
1154,2,488,162,98,34
1154,9,142,71,13,18
1154,2,34,159,40,19
1154,9,242,73,11,22
1154,2,0,159,22,20
1154,9,326,123,9,18
1154,9,451,15,14,31
1155,9,188,70,12,23
1155,9,425,29,13,29
1155,2,461,163,46,22
1155,2,279,160,75,39
1155,2,363,162,52,23
1155,2,29,159,41,19
1155,2,488,162,99,34
1155,9,141,69,9,19
1155,2,183,148,99,50
1155,9,451,13,15,33
1155,2,0,162,35,17
1155,9,240,72,10,24
1155,9,323,120,9,21
1155,9,143,73,10,16
1155,2,0,164,22,15
1155,2,378,162,38,21
1156,9,186,69,11,22
1156,2,488,161,100,36
1156,2,461,163,46,24
1156,9,425,27,12,30
1156,2,278,160,75,37
1156,2,362,161,53,23
1156,2,184,147,98,50
1156,9,137,68,8,19
1156,9,452,12,15,33
1156,2,15,158,53,20
1156,2,376,161,39,21
1156,9,322,118,10,22
1156,9,139,68,11,20
1156,2,0,164,14,15
1157,9,185,68,11,22
1157,9,425,25,12,31
1157,2,488,160,101,38
1157,2,278,161,76,38
1157,2,460,163,48,22
1157,2,360,161,54,23
1157,9,452,11,15,33
1157,2,189,148,87,49
1157,9,134,68,8,19
1157,2,460,163,39,20
1157,2,466,164,44,26
1157,2,24,158,40,20
1157,9,321,123,8,17
1157,2,0,162,31,17
1158,9,425,24,12,31
1158,9,182,68,11,22
1158,2,277,161,78,37
1158,2,459,164,50,22
1158,9,453,9,15,33
1158,2,360,161,53,22
1158,9,321,119,7,19
1158,2,490,159,103,38
1158,2,187,150,87,47
1158,9,133,68,11,19
1158,2,20,158,41,19
1158,2,379,161,35,21
1158,2,0,162,28,17
1158,2,1,159,61,20
1158,2,403,175,45,18
1158,9,320,128,7,13
1158,9,132,69,9,18
1159,9,179,67,11,23
1159,9,425,23,12,31
1159,2,458,164,55,21
1159,2,277,161,79,37
1159,2,359,160,53,22
1159,9,453,7,15,34
1159,2,188,150,84,47
1159,9,129,67,6,19
1159,9,320,113,8,23
1159,2,13,158,46,20
1159,2,0,163,24,16
1159,9,130,68,9,18
1159,2,488,165,81,33
1159,9,319,117,8,22
1160,9,425,22,13,32
1160,2,276,161,81,38
1160,9,177,66,12,23
1160,2,357,161,53,22
1160,2,457,164,55,22
1160,9,126,66,10,20
1160,9,453,6,16,34
1160,2,188,151,76,47
1160,2,11,158,45,20
1160,2,490,162,83,37
1160,9,127,67,11,19
1160,2,457,165,30,18
1161,2,275,161,83,39
1161,9,424,19,14,33
1161,2,456,164,55,22
1161,2,355,160,53,23
1161,9,175,66,10,22
1161,2,188,150,71,47
1161,2,489,161,85,38
1161,9,128,66,10,19
1161,9,315,119,8,20
1161,9,317,115,7,19
1161,9,122,66,9,19
1161,9,453,8,16,30
1161,2,3,158,50,20
1161,9,123,65,11,20
1161,9,228,68,10,22
1161,2,0,163,20,16
1161,9,315,121,8,23
1161,2,466,165,45,25
1161,2,456,164,30,18
1162,9,172,65,11,23
1162,2,274,161,86,39
1162,9,424,18,13,33
1162,2,353,160,54,23
1162,2,455,164,54,22
1162,2,187,150,67,48
1162,2,489,160,89,39
1162,2,0,158,50,20
1162,9,226,68,11,19
1162,9,120,64,10,21
1162,9,454,2,17,37
1162,2,466,164,44,25
1163,2,273,162,88,38
1163,9,169,64,12,23
1163,9,424,16,13,33
1163,2,0,158,47,21
1163,2,353,160,53,22
1163,2,454,163,55,23
1163,9,118,64,12,20
1163,2,490,160,91,40
1163,2,189,151,62,47
1163,9,455,1,17,35
1163,9,116,65,10,20
1163,9,223,67,11,17
1163,7,190,152,61,46
1163,9,132,66,14,18
1164,2,272,162,88,37
1164,9,167,63,11,23
1164,2,0,156,44,22
1164,9,424,15,14,33
1164,2,352,159,54,24
1164,2,453,163,57,22
1164,2,492,158,93,42
1164,9,115,62,11,21
1164,2,190,151,61,47
1164,7,190,151,61,47
1164,9,117,63,12,21
1164,9,114,63,8,20
1164,9,455,1,18,33
1165,2,271,163,90,37
1165,9,164,63,12,24
1165,9,424,13,14,33
1165,2,0,157,40,21
1165,2,452,162,54,21
1165,2,348,159,56,24
1165,2,491,158,98,42
1165,9,310,115,8,22
1165,9,113,62,9,21
1165,9,219,65,10,22
1165,9,111,62,8,20
1165,2,191,151,57,47
1165,9,129,65,10,18
1165,7,190,151,59,47
1165,5,367,120,148,53
1166,2,271,164,91,35
1166,9,161,61,12,25
1166,9,424,11,14,34
1166,2,451,162,54,21
1166,9,108,60,10,22
1166,2,0,157,37,21
1166,2,348,159,54,24
1166,9,217,64,11,22
1166,2,493,157,99,43
1166,2,192,151,55,48
1166,9,311,112,7,20
1166,9,309,113,8,23
1166,2,151,165,23,17
1166,7,192,151,57,47
1166,9,107,61,10,20
1167,9,424,9,15,35
1167,9,158,61,12,24
1167,2,271,166,92,33
1167,2,448,162,56,20
1167,2,0,157,34,21
1167,2,493,157,104,43
1167,9,105,60,11,21
1167,2,346,159,54,24
1167,9,214,64,10,23
1167,2,192,153,52,46
1167,2,271,166,59,33
1167,2,149,166,23,16
1168,9,155,60,12,24
1168,2,270,166,94,33
1168,2,0,157,31,22
1168,9,424,7,14,35
1168,2,488,157,115,44
1168,2,347,158,52,24
1168,2,447,163,58,19
1168,2,189,153,56,46
1168,2,270,167,68,32
1168,9,101,61,9,20
1168,2,392,174,52,19
1168,9,102,60,11,20
1168,9,211,63,11,24
1168,2,460,164,44,18
1169,9,153,59,11,24
1169,2,270,166,94,33
1169,2,0,157,28,21
1169,9,424,6,14,35
1169,2,446,162,58,20
1169,2,346,158,51,24
1169,2,186,153,60,45
1169,2,490,158,116,43
1169,9,98,59,12,22
1169,2,144,166,22,15
1169,9,459,0,20,25
1169,9,209,61,11,23
1169,9,304,111,7,21
1169,2,392,174,51,20
1170,2,269,166,95,34
1170,9,150,58,12,25
1170,2,491,158,120,43
1170,9,424,3,14,36
1170,2,445,163,58,19
1170,2,179,153,68,45
1170,2,343,158,53,25
1170,2,0,158,24,20
1170,9,206,61,11,24
1170,9,304,110,7,23
1170,2,139,165,24,15
1170,9,460,1,19,23
1170,9,97,58,13,22
1171,9,147,57,12,26
1171,2,270,167,94,32
1171,2,443,162,60,20
1171,2,175,154,73,44
1171,9,424,2,15,36
1171,2,490,156,126,45
1171,2,0,158,20,20
1171,2,343,158,51,25
1171,2,137,166,22,15
1171,9,204,60,12,23
1171,9,91,57,16,22
1171,9,91,58,11,20
1171,9,460,0,19,21
1172,2,270,167,97,32
1172,9,145,56,12,25
1172,9,424,1,15,33
1172,9,202,59,11,24
1172,2,171,155,78,44
1172,2,490,155,130,46
1172,2,442,161,57,20
1172,2,135,166,22,15
1172,2,0,161,17,17
1172,2,341,157,53,25
1172,9,88,59,12,19
1172,9,90,57,14,21
1173,2,270,167,94,32
1173,2,168,154,83,44
1173,2,492,154,135,47
1173,9,141,55,13,25
1173,2,440,160,58,21
1173,9,425,1,15,32
1173,2,338,157,54,25
1173,2,132,166,23,14
1173,2,0,162,14,15
1173,9,200,58,11,24
1173,9,85,58,15,20
1173,9,460,0,26,17
1173,9,296,110,8,23
1174,9,138,54,12,26
1174,2,270,167,97,32
1174,2,164,154,88,45
1174,9,425,0,15,31
1174,2,493,155,138,46
1174,2,440,161,56,21
1174,2,0,163,11,15
1174,2,337,157,53,25
1174,2,129,165,22,15
1174,9,82,55,14,21
1174,2,388,173,54,20
1174,9,463,0,24,17
1174,9,197,57,11,21
1175,9,136,53,12,26
1175,2,270,168,95,32
1175,2,160,155,93,45
1175,2,497,154,130,48
1175,2,438,160,60,22
1175,9,427,0,16,30
1175,9,194,55,12,25
1175,9,293,110,8,24
1175,2,338,158,50,24
1175,2,387,173,55,21
1175,2,127,162,23,18
1175,2,0,163,8,15
1175,9,80,53,13,22
1176,2,271,167,97,33
1176,9,132,53,12,26
1176,2,499,154,136,47
1176,2,437,159,60,22
1176,2,155,155,99,45
1176,9,427,1,15,28
1176,9,192,55,12,24
1176,2,343,158,42,24
1176,2,123,165,23,15
1176,9,291,109,9,24
1176,2,387,173,55,21
1176,9,76,52,14,22
1176,9,77,51,9,23
1176,2,491,161,49,35
1177,9,130,51,13,26
1177,2,271,165,99,34
1177,9,428,0,15,27
1177,2,436,159,60,22
1177,2,152,154,103,46
1177,2,119,165,23,15
1177,2,503,154,112,48
1177,9,189,54,13,25
1177,2,495,162,44,34
1177,2,342,157,44,24
1177,9,72,52,12,22
1177,12,606,144,25,56
1177,2,372,173,71,22
1178,2,271,165,101,35
1178,9,128,51,12,24
1178,2,504,154,120,47
1178,9,428,0,17,24
1178,2,435,159,61,21
1178,9,186,53,13,25
1178,2,496,161,44,32
1178,2,150,155,103,46
1178,2,118,163,23,17
1178,9,69,51,11,22
1178,2,341,156,43,24
1179,2,273,165,99,35
1179,9,124,50,12,25
1179,2,505,154,126,48
1179,9,430,0,16,23
1179,2,433,160,61,21
1179,9,185,52,12,26
1179,2,147,156,107,44
1179,2,497,164,43,30
1179,7,147,155,107,45
1180,2,508,154,130,49
1180,9,122,49,12,26
1180,2,273,164,100,36
1180,9,182,52,12,25
1180,9,431,0,16,22
1180,2,433,160,60,22
1180,2,111,161,24,19
1180,9,82,54,13,18
1180,9,64,50,14,23
1180,2,499,165,43,29
1180,2,143,156,111,45
1181,2,508,154,130,48
1181,9,119,48,12,26
1181,2,273,164,103,36
1181,9,179,51,14,25
1181,2,432,160,61,21
1181,9,431,0,18,20
1181,2,139,161,112,40
1181,2,108,163,24,17
1181,9,283,106,9,26
1181,9,58,50,9,21
1181,9,61,49,13,23
1182,2,274,164,104,38
1182,9,116,48,12,26
1182,2,509,154,130,49
1182,9,177,50,13,26
1182,2,430,159,61,22
1182,2,106,166,22,14
1182,2,183,162,67,39
1182,9,432,0,18,18
1182,9,56,48,9,23
1183,9,113,46,13,28
1183,2,508,153,131,51
1183,2,275,164,103,38
1183,2,431,158,61,22
1183,9,176,49,12,26
1183,9,52,46,13,24
1183,9,55,46,14,24
1183,9,55,46,10,24
1183,2,134,166,67,33
1183,2,333,156,44,26
1184,9,110,45,14,27
1184,2,275,164,105,38
1184,2,511,153,128,51
1184,9,173,48,13,26
1184,2,428,158,63,23
1184,9,49,45,12,24
1184,9,53,45,13,25
1184,2,444,159,47,21
1184,2,129,157,124,45
1185,9,106,45,13,27
1185,9,170,48,12,26
1185,2,276,164,103,38
1185,2,512,152,127,53
1185,2,427,159,64,23
1185,2,97,168,22,12
1185,9,47,44,9,24
1185,9,46,44,12,24
1185,2,125,157,121,44
1185,2,95,163,23,17
1185,9,278,108,9,23
1185,9,44,43,11,25
1186,9,104,44,13,27
1186,2,276,165,105,38
1186,9,168,46,13,26
1186,2,427,159,62,22
1186,2,512,151,126,54
1186,9,41,43,10,24
1186,9,43,43,12,24
1186,7,510,152,129,53
1186,9,275,103,10,26
1186,2,186,179,50,24
1186,9,46,43,13,24
1187,9,100,43,14,27
1187,2,277,165,106,38
1187,2,512,152,127,53
1187,2,426,160,61,21
1187,9,164,45,14,26
1187,9,37,44,10,23
1187,2,90,167,22,13
1187,9,274,102,10,28
1187,2,88,162,24,17
1188,9,97,41,13,28
1188,2,276,163,107,40
1188,9,161,44,14,27
1188,2,424,160,63,21
1188,2,514,151,125,54
1188,9,34,41,12,25
1188,2,113,155,134,46
1188,2,300,117,23,11
1188,9,33,45,9,21
1188,2,380,174,59,24
1188,2,87,167,22,12
1189,9,93,39,14,28
1189,2,277,162,106,40
1189,9,159,43,12,27
1189,2,516,150,123,56
1189,2,422,159,63,22
1189,2,109,155,136,47
1189,7,109,154,136,47
1189,9,31,39,15,26
1190,9,90,38,14,29
1190,9,155,42,14,28
1190,2,277,162,108,41
1190,2,419,157,66,23
1190,2,438,159,48,21
1190,2,517,150,122,56
1190,9,25,42,9,20
1190,2,105,155,141,47
1190,9,25,38,17,25
1190,9,27,38,12,25
1190,2,293,116,25,12
1190,2,77,159,25,19
1191,9,87,37,14,28
1191,9,153,39,13,30
1191,2,277,161,111,41
1191,2,519,149,119,58
1191,2,419,157,65,22
1191,2,436,159,48,20
1191,9,21,38,14,24
1191,2,292,115,24,11
1191,7,103,154,130,46
1192,9,83,35,14,29
1192,9,150,38,14,29
1192,2,275,160,114,42
1192,2,521,148,118,59
1192,2,417,157,66,22
1192,2,433,159,51,20
1192,9,18,35,15,25
1192,2,72,159,22,18
1192,2,110,153,119,46
1193,9,80,34,14,29
1193,2,523,148,116,59
1193,2,275,158,113,44
1193,2,416,156,66,23
1193,9,146,37,15,29
1193,5,337,109,151,67
1193,2,110,152,128,46
1193,9,16,34,14,24
1193,2,438,159,43,20
1193,2,376,172,64,25
1194,9,76,32,14,29
1194,2,527,148,112,59
1194,2,415,156,65,23
1194,9,144,36,15,28
1194,5,339,108,148,61
1194,2,274,158,116,45
1194,2,437,159,43,20
1194,9,9,34,9,24
1194,2,113,151,123,44
1194,2,202,154,35,32
1194,9,582,22,33,42
1195,9,73,30,13,30
1195,2,411,155,67,23
1195,2,528,146,111,61
1195,9,141,34,14,29
1195,5,339,108,147,55
1195,2,272,158,108,44
1195,9,258,97,10,24
1195,9,7,31,10,25
1195,2,431,158,46,21
1195,2,561,137,30,12
1196,9,68,29,15,30
1196,9,138,32,14,29
1196,2,409,155,69,22
1196,2,271,157,127,45
1196,5,340,106,147,60
1196,2,531,146,108,61
1196,7,531,146,108,61
1196,2,429,158,49,20
1196,2,55,156,23,18
1196,9,4,27,10,27
1197,9,65,26,14,31
1197,9,135,30,14,30
1197,2,534,147,105,60
1197,2,408,155,68,23
1197,2,270,156,110,45
1197,9,254,96,10,25
1197,2,53,158,24,16
1198,9,60,25,15,30
1198,2,269,155,108,45
1198,9,131,28,15,30
1198,2,536,147,103,60
1198,2,407,155,67,22
1198,2,50,158,23,15
1198,9,251,94,10,27
1198,2,0,155,13,12
1199,9,57,23,14,30
1199,9,128,26,15,30
1199,2,269,155,112,46
1199,2,405,153,69,24
1199,2,44,157,27,16
1199,2,539,158,100,49
1199,2,428,157,46,19
1199,5,336,104,145,55
1200,9,52,21,15,31
1200,2,267,153,110,47
1200,9,124,24,16,31
1200,2,402,152,68,25
1200,2,542,149,97,59
1200,2,39,156,26,16
1200,2,388,171,48,27
1200,9,247,94,9,25
1201,9,48,20,15,31
1201,9,121,23,15,31
1201,2,265,154,112,47
1201,2,411,151,58,24
1201,2,545,162,93,46
1201,2,35,156,27,16
1201,2,188,124,19,14
1201,2,388,169,48,29
1202,9,44,18,15,32
1202,2,264,153,112,48
1202,9,118,20,14,33
1202,2,549,143,90,64
1202,2,404,151,65,23
1202,2,28,153,29,19
1202,2,422,152,46,23
1202,2,381,168,55,27
1203,9,41,16,14,32
1203,9,114,19,16,32
1203,2,397,149,71,25
1203,2,265,148,114,51
1203,2,552,142,87,66
1203,2,26,153,26,18
1203,2,422,151,46,23
1204,9,36,13,15,32
1204,9,112,17,15,32
1204,2,265,151,116,48
1204,2,401,149,68,25
1204,2,23,152,25,19
1204,2,554,142,85,66
1205,9,32,12,15,32
1205,2,266,151,116,48
1205,9,108,16,15,32
1205,2,393,148,73,25
1205,2,18,152,25,18
1205,2,560,158,79,50
1205,7,560,142,79,66
1205,2,412,150,52,22
1205,2,264,146,62,28
1205,2,34,158,39,33
1206,9,106,14,15,32
1206,9,29,10,15,33
1206,2,264,151,121,47
1206,2,392,148,74,26
1206,2,563,145,76,64
1206,2,12,151,27,19
1206,2,409,149,56,23
1207,9,26,8,15,33
1207,9,104,12,15,32
1207,2,267,152,116,47
1207,2,390,147,78,26
1207,2,569,142,70,66
1207,2,13,155,24,14
1207,2,91,150,106,46
1207,2,409,149,57,23
1208,9,24,7,15,33
1208,2,268,153,116,47
1208,9,102,10,15,33
1208,2,392,148,77,25
1208,2,575,142,64,67
1208,2,25,157,43,31
1208,2,10,153,23,16
1208,2,33,139,164,57
1209,9,23,5,15,34
1209,2,270,153,113,46
1209,2,583,158,56,52
1209,2,391,147,78,24
1209,9,100,8,16,34
1209,2,8,154,24,15
1209,2,27,140,169,56
1209,2,375,159,74,35
1209,2,24,156,45,32
1209,2,2,152,31,18
1210,9,22,3,15,34
1210,2,273,153,112,47
1210,2,591,160,44,49
1210,9,101,8,17,33
1210,2,391,147,78,24
1210,2,5,153,26,17
1210,2,24,156,41,25
1210,2,385,147,86,41
1210,2,26,156,40,17
1210,2,69,141,61,23
1210,2,49,140,148,56
1211,2,277,154,119,48
1211,9,23,3,15,33
1211,9,103,6,16,34
1211,2,24,157,45,33
1211,2,392,147,83,24
1211,2,602,161,32,48
1211,2,8,154,23,16
1211,2,264,144,66,30
1211,2,391,148,86,42
1211,2,2,152,29,17
1211,2,68,141,64,22
1211,9,219,11,15,32
1211,2,26,157,43,18
1212,2,283,155,116,48
1212,9,26,1,15,34
1212,9,106,5,16,34
1212,2,395,147,84,45
1212,2,613,162,24,49
1212,2,9,153,26,17
1212,2,31,156,40,18
1212,2,27,156,45,33
1212,7,70,141,134,55
1212,2,267,143,71,32
1212,9,224,4,13,37
1212,9,240,80,12,31
1212,6,160,81,322,79
1213,2,291,155,120,49
1213,9,28,0,16,34
1213,9,109,3,16,35
1213,2,30,156,45,33
1213,2,11,152,26,17
1213,2,270,144,75,31
1213,2,270,144,45,30
1213,7,71,141,137,56
1213,2,407,146,80,35
1213,2,73,142,138,55
1214,2,299,154,121,49
1214,9,30,0,16,34
1214,9,113,2,16,35
1214,2,33,157,46,29
1214,2,9,150,29,18
1214,2,277,143,74,33
1214,2,415,145,79,28
1214,2,78,141,135,56
1214,6,172,78,325,71
1214,9,251,78,12,31
1214,2,414,146,81,41
1215,2,305,155,125,49
1215,9,32,0,16,33
1215,2,280,143,74,34
1215,2,35,156,48,29
1215,9,115,1,16,34
1215,2,18,154,22,15
1215,2,82,142,134,55
1215,2,422,146,74,25
1215,6,175,75,333,66
1215,9,352,107,10,22
1216,2,312,153,126,52
1216,9,35,0,16,31
1216,9,118,0,17,35
1216,2,38,157,49,28
1216,2,83,142,137,56
1216,2,285,142,70,34
1216,2,18,153,23,15
1216,2,430,146,74,30
1216,6,172,78,333,61
1216,9,261,77,10,20
1217,2,318,154,131,52
1217,9,37,0,17,30
1217,9,122,0,16,33
1217,2,287,141,71,35
1217,2,40,156,49,33
1217,2,89,143,135,56
1217,2,21,154,23,14
1217,2,439,146,70,25
1217,2,570,147,35,19
1218,2,326,152,132,55
1218,9,39,0,16,29
1218,2,288,142,78,36
1218,2,41,142,188,57
1218,2,447,146,65,25
1218,2,24,153,22,15
1218,2,42,156,51,33
1218,9,125,0,17,33
1219,2,333,152,133,55
1219,9,42,0,16,28
1219,2,295,141,75,36
1219,9,273,74,15,32
1219,9,128,0,16,31
1219,2,460,145,59,25
1219,2,46,142,183,58
1219,2,25,154,22,15
1219,2,46,155,53,26
1219,2,441,144,79,27
1220,2,343,152,145,56
1220,2,300,142,77,34
1220,9,44,0,17,27
1220,2,466,145,60,25
1220,2,94,142,141,57
1220,2,24,153,26,16
1220,9,279,73,14,34
1220,2,97,142,70,27
1220,2,49,156,51,30
1220,9,131,0,17,30
1220,9,282,73,11,30
1221,2,350,150,138,57
1221,9,46,0,17,27
1221,9,135,0,17,29
1221,2,53,142,185,59
1221,2,303,141,79,35
1221,2,473,145,58,24
1221,2,302,141,81,51
1221,2,24,151,29,17
1221,6,194,76,342,66
1221,2,98,143,70,26
1222,2,359,150,137,58
1222,9,50,0,17,25
1222,9,138,0,17,28
1222,2,311,141,77,35
1222,2,29,152,25,16
1222,2,101,144,142,57
1222,2,463,144,75,26
1222,9,290,72,14,33
1222,2,56,156,51,27
1222,2,481,145,56,23
1222,2,105,143,70,26
1223,2,367,149,136,59
1223,9,142,0,17,26
1223,2,311,141,85,53
1223,9,52,0,18,24
1223,2,35,154,21,14
1223,2,486,145,60,25
1223,2,61,140,186,61
1223,5,403,87,144,65
1223,2,60,157,45,29
1223,2,99,141,78,27
1224,2,376,149,140,59
1224,9,146,0,18,25
1224,9,56,0,17,22
1224,2,39,155,20,13
1224,2,318,140,82,35
1224,2,65,156,41,29
1224,2,318,140,85,53
1224,2,100,141,83,38
1224,2,495,146,59,23
1224,2,72,140,178,61
1225,2,384,148,137,60
1225,9,59,0,18,21
1225,2,323,140,84,34
1225,9,151,0,17,24
1225,2,41,154,20,14
1225,2,68,156,43,30
1225,2,324,141,45,33
1225,5,417,86,146,46
1225,2,68,140,187,61
1226,2,394,148,139,61
1226,9,155,0,18,22
1226,2,330,139,82,36
1226,2,43,155,22,13
1226,9,61,0,18,20
1226,2,72,155,44,29
1226,2,509,146,59,23
1226,2,114,141,77,26
1227,2,403,148,139,63
1227,2,45,153,23,14
1227,9,159,0,17,21
1227,2,75,140,188,62
1227,9,65,1,18,18
1227,2,354,140,63,35
1227,2,76,155,45,30
1227,2,335,139,45,35
1227,2,518,145,59,23
1228,2,413,148,142,64
1228,2,80,139,189,63
1228,2,346,139,77,36
1228,2,49,154,21,14
1228,9,164,2,17,17
1228,9,69,1,18,16
1228,2,79,140,124,46
1228,2,79,154,60,32
1229,2,423,148,141,65
1229,2,86,138,187,64
1229,2,349,138,83,37
1229,2,51,155,22,13
1229,9,168,2,18,16
1229,2,535,143,57,25
1229,9,72,0,18,15
1229,2,85,140,121,49
1230,2,432,148,145,65
1230,2,356,138,85,37
1230,2,89,139,190,65
1230,2,55,154,22,14
1230,9,171,1,20,17
1230,2,543,143,57,25
1230,9,75,0,19,14
1230,2,88,140,122,48
1231,2,443,148,145,66
1231,2,57,154,22,14
1231,2,94,138,189,65
1231,2,362,138,88,38
1231,9,176,0,21,15
1231,9,79,0,19,13
1231,2,552,142,56,25
1231,2,552,142,86,26
1231,2,92,140,127,47
1232,2,453,147,146,67
1232,2,98,138,188,67
1232,2,59,151,22,16
1232,9,181,0,19,14
1232,2,376,138,78,37
1232,9,83,0,19,11
1232,2,558,142,81,25
1233,2,463,147,148,66
1233,2,63,153,22,14
1233,2,101,138,188,65
1233,9,186,0,19,11
1233,2,556,140,68,28
1233,2,572,142,50,25
1233,9,358,59,15,37
1233,2,380,137,87,38
1234,2,473,146,146,67
1234,2,66,153,21,13
1234,2,373,137,89,39
1234,2,107,137,187,68
1234,2,103,157,19,23
1234,2,567,139,68,30
1234,2,582,143,56,27
1234,9,364,59,17,37
1235,2,483,146,148,68
1235,2,115,137,183,68
1235,2,68,151,22,15
1235,9,371,57,16,38
1235,2,375,136,92,39
1235,2,591,139,48,30
1235,2,591,139,48,63
1235,2,107,157,19,20
1235,2,114,155,35,30
1236,2,495,145,144,71
1236,2,118,136,187,69
1236,2,71,150,22,16
1236,2,402,136,72,38
1236,9,379,55,17,38
1236,2,112,157,20,24
1236,7,118,135,185,70
1236,2,11,149,15,11
1236,2,599,139,40,30
1236,2,597,142,42,59
1237,2,505,145,134,72
1237,9,386,54,17,39
1237,2,132,135,174,71
1237,2,73,150,22,15
1237,2,413,136,67,39
1237,2,118,154,40,29
1237,2,385,135,95,39
1237,2,12,149,16,11
1238,2,515,143,124,73
1238,9,394,53,16,37
1238,2,74,150,23,15
1238,2,418,135,67,39
1238,2,132,135,179,70
1238,2,16,148,15,12
1238,2,123,159,20,24
1238,2,391,135,95,39
